CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,SNP,2020 Disaster %,2021 Disaster %,2023 Part C Summary,2023 Part D Summary,2023 Overall
H5703 ,Local CCP ,SOUTH COUNTRY HEALTH ALLIANCE ,South Country Health Alliance ,South Country Health Alliance ,Yes ,100,0,Not enough data available ,5,Not enough data available
H5746 ,Local CCP ,"AMERIGROUP COMMUNITY CARE OF NEW MEXICO, INC. ",Amerigroup Community Care of New Mexico ,"Elevance Health, Inc. ",Yes ,100,0,2.5,2.5,2.5
H5774 ,Local CCP ,"TRIPLE S ADVANTAGE, INC. ",Triple S Advantage ,Guidewell Mutual Holding Corporation ,Yes ,100,0,4,4.5,4
H5779 ,Local CCP ,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC. ",Wellcare ,Centene Corporation ,No ,100,0,3,2.5,2.5
H5793 ,Local CCP ,AETNA HEALTH INC. (CT) ,Aetna Medicare ,CVS Health Corporation ,Yes ,100,0,3.5,3.5,3.5
H5810 ,Local CCP ,MOLINA HEALTHCARE OF CALIFORNIA ,Molina Healthcare of California ,"Molina Healthcare, Inc., ",Yes ,100,0,3,3,3
H5823 ,Local CCP ,"MOLINA HEALTHCARE OF WASHINGTON, INC. ","Molina Healthcare of Washington, Inc. ","Molina Healthcare, Inc., ",Yes ,100,0,3,3,3
H5826 ,Local CCP ,COMMUNITY HEALTH PLAN OF WASHINGTON ,Community Health Plan of WA Medicare Advantage ,Community Health Plan of Washington ,Yes ,100,0,2.5,3,2.5
H5828 ,Local CCP ,"AMERIGROUP TENNESSEE, INC. ",AMERIGROUP Community Care ,"Elevance Health, Inc. ",Yes ,0,0,3.5,3,3.5
H5843 ,Local CCP ,"BANNER HEALTH PLAN, INC. ",Banner Medicare Advantage Prime ,Banner Health ,No ,0,0,Not enough data available ,4,Not enough data available
H5852 ,Local CCP ,AIDS HEALTHCARE FOUNDATION ,AHF ,AIDS Healthcare Foundation ,Yes ,100,0,3.5,4,4
H5854 ,Local CCP ,"ANTHEM HEALTH PLANS, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",Yes ,100,0,3.5,3,3
H5859 ,Local CCP ,"HEALTH PLAN OF CAREOREGON, INC. ",CareOregon Advantage ,"CareOregon, Inc. ",Yes ,100,0,3.5,3.5,3.5
H5883 ,Local CCP ,BLUE CARE NETWORK OF MICHIGAN ,Blue Care Network ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,100,0,4.5,4.5,4.5
H5900 ,Local CCP ,"WELLMARK ADVANTAGE HEALTH PLAN, INC. ",Wellmark Advantage Health Plan ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H5926 ,Local CCP ,"MOLINA HEALTHCARE OF MICHIGAN, INC. ",Molina Healthcare of Michigan ,"Molina Healthcare, Inc., ",Yes ,100,0,3.5,3,3
H5928 ,Local CCP ,California Physicians' Service ,Blue Shield of California ,California Physicians' Service ,Yes ,100,0,3,3,3
H5932 ,Local CCP ,"GATEWAY HEALTH PLAN, INC. ",Highmark Wholecare Medicare Assured ,Highmark Health ,Yes ,100,0,4,4,4
H5937 ,Local CCP ,UCARE MINNESOTA ,UCare ,UCare Minnesota ,Yes ,100,0,3.5,4,4
H5938 ,Local CCP ,CAPITAL HEALTH PLAN ,Capital Health Plan ,Guidewell Mutual Holding Corporation ,No ,100,0,4.5,4,4.5
H5943 ,Local CCP ,SCAN HEALTH PLAN ,VillageHealth ,SCAN Group ,Yes ,100,0,3.5,4.5,3.5
H5945 ,Local CCP ,PROMINENCE HEALTHFIRST ,Prominence Health Plan ,"Universal Health Services, Inc. ",Yes ,100,0,3.5,5,4
H5959 ,Local CCP ,"BCBSM, Inc. ",Blue Cross and Blue Shield of Minnesota ,"Aware Integrated, Inc. ",No ,100,0,4,4.5,4.5
H5965 ,Local CCP ,WELLCARE HEALTH INSURANCE COMPANY OF WASHINGTON ,Wellcare ,Centene Corporation ,Yes ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H5969 ,Local CCP ,ALOHACARE ,AlohaCare ,AlohaCare ,Yes ,100,0,3,2.5,2.5
H5970 ,Local CCP ,HUMANA INSURANCE COMPANY OF NEW YORK ,Humana ,Humana Inc. ,Yes ,100,42,4.5,4,4
H5989 ,Local CCP ,"HEALTHFIRST HEALTH PLAN, INC. ",Healthfirst Medicare Plan ,"Healthfirst, Inc. ",No ,100,84,3,3.5,3
H5991 ,Local CCP ,HEALTH INSURANCE PLAN OF GREATER NEW YORK ,EmblemHealth Medicare HMO ,"EmblemHealth, Inc. ",Yes ,100,91,3,3,3
H5992 ,Local CCP ,"SENIOR WHOLE HEALTH OF NEW YORK, INC. ",Senior Whole Health of New York ,"Molina Healthcare, Inc., ",Yes ,100,85,Not enough data available ,Not enough data available ,Not enough data available
H5995 ,Local CCP ,ATRIO HEALTH PLANS ,ATRIO Health Plans ,ATRIO Health Plans ,Yes ,100,0,3,3.5,3
H6018 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF PENNSYLVANIA I ,Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6019 ,Local CCP ,SAN MATEO HEALTH COMMISSION ,HEALTH PLAN OF SAN MATEO ,Health Plan of San Mateo ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6062 ,Local CCP ,"GLOBALHEALTH OF TEXAS, INC. ",GlobalHealth ,"MHH Healthcare, L.P. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6067 ,Local CCP ,"CAREFIRST ADVANTAGE, INC. ",CareFirst BlueCross BlueShield Medicare Advantage ,"CareFirst, Inc. ",No ,0,0,3,2.5,2.5
H6078 ,Local CCP ,"Group Retiree Health Solutions, Inc. ",Region 6 Rx Corp PPO ,"Elevance Health, Inc. ",No ,0,29,4,3.5,3.5
H6080 ,Demo ,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC. ",MeridianComplete ,Centene Corporation ,No ,100,0,Not Applicable ,Not enough data available ,Not enough data available
H6154 ,Local CCP ,MEDICA HEALTH PLANS ,Medica ,Medica Holding Company ,No ,100,0,3.5,3.5,3.5
H6158 ,Local CCP ,"USABLE HMO, INC. ",Arkansas Blue Medicare ,USAble Mutual Insurance Company ,No ,0,0,4,3.5,3.5
H6193 ,Local CCP ,"WELLCARE HEALTH PLANS OF MASSACHUSETTS, INC. ",Wellcare ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6200 ,Local CCP ,"ESSENCE HEALTHCARE PPO, INC. ",Essence Healthcare ,Essence Group Holdings Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6202 ,Local CCP ,NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY ,NextBlue of North Dakota ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,0,0,4.5,4.5,4.5
H6207 ,Local CCP ,"RENAL PAYER SOLUTIONS, LLC ",Champion Health Plan ,"Renal Payment Services, LLC ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6237 ,Local CCP ,REGENCE BLUECROSS BLUESHIELD OF OREGON ,Regence BlueCross BlueShield of Oregon ,"Cambia Health Solutions, Inc. ",No ,100,0,4,3.5,4
H6306 ,Local CCP ,FIRSTCAROLINACARE INSURANCE COMPANY ,FirstMedicare Direct ,The Carle Foundation ,No ,100,0,4,3.5,4
H6316 ,Local CCP ,"MISSOURI CARE, INCORPORATED ",Healthy Blue ,"Elevance Health, Inc. ",Yes ,100,0,Not enough data available ,3,Not enough data available
H6322 ,Local CCP ,"MCLAREN HEALTH PLAN, INC. ",McLaren Medicare ,McLaren Health Care Corporation ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6328 ,Local CCP ,"CARE N' CARE INSURANCE COMPANY, INC. ",Care N' Care Insurance Company ,Texas Health Resources ,No ,100,99,3.5,3.5,3.5
H6345 ,Local CCP ,"PRUITTHEALTH PREMIER NORTH CAROLINA, LLC ",PruittHealth Premier ,"UNICO Premier, LLC ",Yes ,100,0,Not enough data available ,4.5,Not enough data available
H6348 ,Local CCP ,COORDINATED CARE CORPORATION ,Wellcare by Allwell ,Centene Corporation ,Yes ,100,0,Not enough data available ,4.5,Not enough data available
H6351 ,Local CCP ,"LIBERTY ADVANTAGE, LLC ",Liberty Medicare Advantage ,Liberty Healthcare Insurance ,Yes ,100,0,Not enough data available ,4,Not enough data available
H6378 ,Local CCP ,AMERIHEALTH CARITAS FLORIDA INC ,AmeriHealth Caritas VIP Care ,"Independence Health Group, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6379 ,Local CCP ,"CLEAR SPRING HEALTH (CO), INC. ",Clear Spring Health ,Group 1001 ,No ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H6396 ,Local CCP ,"CARESOURCE OHIO, INC. ",CareSource ,CareSource ,Yes ,100,0,4.5,3.5,4
H6399 ,Local CCP ,AETNA BETTER HEALTH INC. (NJ) ,Aetna Better Health of New Jersey ,CVS Health Corporation ,Yes ,0,69,Not enough data available ,2.5,Not enough data available
H6408 ,Local CCP ,MOUNT CARMEL HEALTH PLAN OF CONNECTICUT INC ,Trinity Health Plan Of New England ,Trinity Health Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6446 ,Local CCP ,"SILVERSUMMIT HEALTHPLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,Yes ,100,0,2,2.5,2.5
H6453 ,Local CCP ,"HMO LOUISIANA, INC. ",Blue Cross and Blue Shield of Louisiana ,Louisiana Health Service & Indemnity Company ,No ,100,71,5,4,4.5
H6502 ,Local CCP ,MISSOURI VALLEY LIFE AND HEALTH INSURANCE COMPANY ,Blue Medicare Advantage ,Blue Cross and Blue Shield of Kansas City ,No ,100,0,4,4.5,4
H6526 ,Local CCP ,"UNITEDHEALTHCARE OF NEW MEXICO, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,0,2.5,2.5,2.5
H6528 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,100,0,3.5,3,3.5
H6529 ,Local CCP ,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC. ",MyTruAdvantage ,"SIHO Holding, Inc. ",No ,0,0,Not enough data available ,4,Not enough data available
H6545 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF ILLINOIS INC ,Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6550 ,Local CCP ,"SUNFLOWER STATE HEALTH PLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,Yes ,100,0,3,3,3
H6586 ,Local CCP ,"DEVOTED HEALTH INSURANCE COMPANY OF ARIZONA, INC. ",Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6594 ,Local CCP ,"WELLCARE HEALTH PLANS OF VERMONT, INC. ",Wellcare ,Centene Corporation ,No ,0,0,2.5,3,3
H6595 ,Local CCP ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,100,0,4.5,3.5,4
H6605 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF HAWAII, INC. ",Wellcare by ‘Ohana Health Plan ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6622 ,Local CCP ,HUMANA WI HEALTH ORGANIZATION INSURANCE CORP ,Humana ,Humana Inc. ,Yes ,100,1,4,3.5,4.5
H6652 ,Local CCP ,"AMERICAN HEALTH PLAN OF FL, INC. ",American Health Advantage of Florida ,Mitchell Family Office ,Yes ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H6672 ,Local CCP ,"CLEAR SPRING HEALTH (GA), INC. ",Clear Spring Health ,Group 1001 ,Yes ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H6678 ,Local CCP ,CENTENE VENTURE INSURANCE COMPANY TEXAS ,Ascension Complete ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6706 ,Local CCP ,"UnitedHealthcare Benefits of Texas, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H6713 ,Local CCP ,"WELLCARE OF ILLINOIS, INC. ",Wellcare ,Centene Corporation ,No ,0,0,2,2,2
H6723 ,Local CCP ,MEDICAL MUTUAL OF OHIO ,Medical Mutual of Ohio ,MEDICAL MUTUAL OF OHIO ,No ,100,0,5,4,5
H6743 ,Local CCP ,ATRIO HEALTH PLANS ,ATRIO Health Plans ,ATRIO Health Plans ,No ,100,0,3,3,3
H6750 ,Local CCP ,"HARVARD PILGRIM HEALTH CARE OF NEW ENGLAND, INC. ","Harvard Pilgrim Health Care of New England, Inc. ","Point32Health, Inc. ",No ,100,0,4,4,4
H6765 ,Local CCP ,AMERICAN HEALTH PLAN OF IOWA INC ,Iowa Health Advantage ,Mitchell Family Office ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6776 ,Local CCP ,"ELDERSERVE HEALTH, INC. ",RiverSpring Health Plans ,RiverSpring Living Holding Corp. ,Yes ,100,87,Not enough data available ,Not enough data available ,Not enough data available
H6813 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF TEXAS INC ,Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6815 ,Local CCP ,"HEALTH NET HEALTH PLAN OF OREGON, INC. ",Wellcare by Health Net ,Centene Corporation ,No ,100,0,3.5,3,3
H6830 ,Local CCP ,CENTENE VENTURE COMPANY KANSAS ,Ascension Complete ,Centene Corporation ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H6832 ,Local CCP ,"ALIGN SENIOR CARE MI, LLC ",Align Senior Care ,"Innovative Long Term Care Management, Inc. ",Yes ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H6847 ,Local CCP ,ALLWAYS HEALTH PARTNERS INC ,Mass General Brigham Health Plan ,Mass General Brigham Incorporated ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6851 ,Local CCP ,"BOSTON MEDICAL CENTER HEALTH PLAN, INC. ",WellSense Health Plan ,"BMC Health System, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6852 ,Local CCP ,DEVOTED HEALTH PLAN OF PENNSYLVANIA INC ,Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H6870 ,Demo ,"SUPERIOR HEALTHPLAN, INC. ",Superior HealthPlan ,Centene Corporation ,No ,100,100,Not Applicable ,Not enough data available ,Not enough data available
H6874 ,Local CCP ,"ASPIRUS HEALTH PLAN, INC. ",Aspirus Health Plan ,"Aspirus, Inc. ",No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H6891 ,Local CCP ,"AMERICAN HEALTH PLAN OF TX, INC. ",American Health Advantage of Texas ,Mitchell Family Office ,Yes ,0,100,Not enough data available ,3,Not enough data available
H6898 ,Local CCP ,"VERMONT BLUE ADVANTAGE, INC. ",Vermont Blue Advantage ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,No ,0,1,3.5,4,3.5
H6910 ,Local CCP ,"MOUNT CARMEL HEALTH PLAN OF IDAHO, INC. ",Saint Alphonsus Health Plan ,Trinity Health Corporation ,No ,100,0,4,3.5,3.5
H6936 ,Local CCP ,"BLUE CROSS & BLUE SHIELD OF ARIZONA, INC. ",Blue Cross Blue Shield of Arizona ,Blue Cross Blue Shield of Arizona ,No ,100,0,3.5,4,3.5
H6959 ,Local CCP ,"ISNP VENTURES, LLC ",KeyCare Advantage ,"ISNP Holdings, LLC ",Yes ,100,0,Not enough data available ,3.5,Not enough data available
H6975 ,Local CCP ,"WELLCARE OF ALABAMA, INC. ",Wellcare ,Centene Corporation ,Yes ,100,0,Not enough data available ,2,Not enough data available
H6988 ,Local CCP ,"CENTERS PLAN FOR HEALTHY LIVING, LLC ",Centers Plan for Healthy Living ,"Centers Plan for Healthy Living, LLC ",Yes ,100,91,3.5,3.5,3.5
H7006 ,Local CCP ,ATRIO HEALTH PLANS ,ATRIO Health Plans ,ATRIO Health Plans ,No ,100,0,4,4,4
H7020 ,Local CCP ,"CIGNA HEALTHCARE OF SOUTH CAROLINA, INC. ",Cigna ,CIGNA ,No ,100,0,4,3.5,4
H7028 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF SOUTH CAROLINA ,Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7063 ,Local CCP ,"BLUECROSS BLUESHIELD KANSAS SOLUTIONS, INC. ",Blue Cross and Blue Shield of Kansas ,Blue Cross Blue Shield of Kansas ,No ,100,0,3.5,3.5,3.5
H7074 ,Local CCP ,"ALIGNMENT HEALTH PLAN OF NORTH CAROLINA, INC. ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7076 ,Local CCP ,"CARESOURCE INDIANA, INC. ",CareSource ,CareSource ,Yes ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H7093 ,Local CCP ,COMMUNITY INSURANCE COMPANY ,Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7115 ,Local CCP ,MEMORIAL HERMANN HEALTH PLAN ,Memorial Hermann Health Plan ,Memorial Hermann Health System ,Yes ,100,100,4,4.5,4
H7123 ,Local CCP ,"UPMC HEALTH COVERAGE, INC. ",UPMC for Life Complete Care ,UPMC Health System ,Yes ,100,0,4,4,4
H7147 ,Local CCP ,DEVOTED HEALTH PLAN OF COLORADO INC ,Devoted Health ,"Devoted Health, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7149 ,Local CCP ,AETNA HEALTH INC. (PA) ,Aetna Medicare ,CVS Health Corporation ,Yes ,100,0,4.5,3.5,4
H7151 ,Local CCP ,"DEVOTED HEALTH PLAN OF ILLINOIS, INC. ",Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7163 ,Local CCP ,"VANTAGE HEALTH PLAN OF MISSISSIPPI, INC. ",Vantage Health Plan ,Louisiana Health Service & Indemnity Company ,Yes ,0,19,Not enough data available ,2.5,Not enough data available
H7165 ,Local CCP ,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA ,Blue Cross Blue Shield of South Carolina ,BlueCross BlueShield of South Carolina (BCBSSC) ,No ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H7169 ,Local CCP ,"BUCKEYE HEALTH PLAN COMMUNITY SOLUTIONS, INC. ",Wellcare ,Centene Corporation ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7172 ,Demo ,AETNA BETTER HEALTH INC. (OH) ,"Aetna Better Health of Ohio, MyCare Ohio ",CVS Health Corporation ,No ,100,0,Not Applicable ,Not enough data available ,Not enough data available
H7175 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF NORTH CAROLINA, INC. ",Wellcare ,Centene Corporation ,Yes ,100,0,2,2,2.5
H7199 ,Local CCP ,DEVOTED HEALTH  PLAN OF OREGON ,Devoted Health ,"Devoted Health, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7220 ,Local CCP ,"INDIANA UNIVERSITY HEALTH PLANS NFP, INC. ",Indiana University Health Plans ,Indiana University Health ,No ,100,0,4,3.5,4
H7245 ,Local CCP ,PREMERA BLUE CROSS ,Premera Blue Cross Medicare Advantage ,Premera ,No ,100,0,3,3.5,3
H7273 ,Local CCP ,BANNER HEALTH INSURANCE GROUP ,Banner Medicare Advantage Plus ,Banner Health ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H7284 ,Local CCP ,"HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC. ",Humana ,Humana Inc. ,Yes ,100,0,4,3.5,4
H7301 ,Local CCP ,"COVENTRY HEALTH CARE OF ILLINOIS, INC. ",Aetna Medicare ,CVS Health Corporation ,No ,100,0,3.5,3.5,4
H7323 ,Local CCP ,WELLCARE NATIONAL HEALTH INSURANCE COMPANY ,Wellcare ,Centene Corporation ,Yes ,100,97,2.5,2.5,2.5
H7326 ,Local CCP ,"WELLCARE OF SOUTH CAROLINA, INC. ",Wellcare ,Centene Corporation ,Yes ,100,0,3,2.5,2.5
H7330 ,Local CCP ,"ZING HEALTH, INC. ",Zing Health ,"Zing Health Consolidator, Inc ",Yes ,100,0,Not enough data available ,2.5,Not enough data available
H7360 ,Local CCP ,"HEALTH NET OF CALIFORNIA, INC. ",Wellcare by Health Net ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7379 ,Local CCP ,"CAREFIRST ADVANTAGE PPO, INC. ",CareFirst BlueCross BlueShield Medicare Advantage ,"CareFirst, Inc. ",No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7389 ,Local CCP ,CIGNA HEALTH AND LIFE INSURANCE COMPANY ,Cigna ,CIGNA ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7399 ,Local CCP ,CENTENE VENTURE COMPANY ILLINOIS ,Ascension Complete ,Centene Corporation ,No ,100,0,Not enough data available ,3,Not enough data available
H7404 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,0,3.5,3.5,3.5
H7419 ,Demo ,"TUFTS HEALTH PUBLIC PLANS, INC. ",Tufts Health Plan ,"Point32Health, Inc. ",No ,100,0,Not Applicable ,Not enough data available ,Not enough data available
H7445 ,Local CCP ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,0,2.5,3,2.5
H7464 ,Local CCP ,"UNITEDHEALTHCARE OF THE MID-ATLANTIC, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,100,0,4,4,4
H7511 ,Local CCP ,"GOOD SAMARITAN INSURANCE PLAN OF NEBRASKA, INC. ",Great Plains Medicare Advantage ,Sanford Health ,Yes ,100,0,Not enough data available ,4,Not enough data available
H7512 ,Local CCP ,CENTENE VENTURE COMPANY MICHIGAN ,Ascension Complete ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7518 ,Local CCP ,"WELLCARE OF MISSOURI HEALTH INSURANCE COMPANY, INC ",Wellcare ,Centene Corporation ,Yes ,100,0,Not enough data available ,2,Not enough data available
H7522 ,Local CCP ,"MMM HEALTHCARE, LLC ",Medicare y Mucho Mas ,"Elevance Health, Inc. ",No ,100,0,3.5,5,4
H7524 ,Local CCP ,EXCELLUS HEALTH PLAN COMMUNITY CARE LLC ,Excellus Health Plan Community Care LLC ,"Lifetime Healthcare, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7556 ,Local CCP ,"CENTENE VENTURE COMPANY ALABAMA HEALTH PLAN, INC. ",Ascension Complete ,Centene Corporation ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7557 ,Local CCP ,"LONGEVITY HEALTH PLAN OF MICHIGAN, INC. ",Longevity Health Plan ,"Longevity Health Founders, LLC ",Yes ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H7559 ,Local CCP ,"Molina Healthcare of Virginia, LLC ",Molina Healthcare of Virginia ,"Molina Healthcare, Inc., ",Yes ,100,0,Not enough data available ,Not enough data available ,Not enough data available
H7598 ,Local CCP ,GROUP HEALTH COOPERATIVE OF EAU CLAIRE ,Group Health Cooperative of Eau Claire ,Group Health Cooperative of Eau Claire ,Yes ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H7605 ,Local CCP ,DEVOTED HEALTH PLAN OF TENNESSEE INC ,Devoted Health ,"Devoted Health, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7607 ,Local CCP ,"CLEVER CARE OF GOLDEN STATE, INC. ",Clever Care Health Plan ,"Clever Care Health Plan, Inc. ",Yes ,0,0,Not enough data available ,3.5,Not enough data available
H7617 ,Local CCP ,EMPHESYS INSURANCE COMPANY ,Humana ,Humana Inc. ,No ,0,0,Not enough data available ,Not enough data available ,Not enough data available
H7621 ,Local CCP ,"HUMANA HEALTH PLAN OF CALIFORNIA, INC. ",Humana ,Humana Inc. ,No ,100,0,3,3,3
H7646 ,Local CCP ,PHP MEDICARE ,PHP Medicare ,Sparrow Health System ,No ,100,0,4.5,4,4.5
H7670 ,Local CCP ,"CENTRAL MASS HEALTH, LLC ",Mass Advantage ,Central Mass Health Holding LLC ,No ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7678 ,Local CCP ,"MOLINA HEALTHCARE OF TEXAS, INC. ","Molina Healthcare of Texas, Inc. ","Molina Healthcare, Inc., ",Yes ,100,88,3.5,3,3.5
H7680 ,Local CCP ,PROMINENCE HEALTHFIRST OF TEXAS ,Prominence Health Plan ,"Universal Health Services, Inc. ",Yes ,100,66,3.5,4.5,4
H7728 ,Local CCP ,"ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",Yes ,100,0,3.5,3,3.5
H7746 ,Local CCP ,"MDWISE, INC ",MDwise Medicare ,McLaren Health Care Corporation ,Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7778 ,Local CCP ,"UNITEDHEALTHCARE OF ILLINOIS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7779 ,Local CCP ,"AMERICAN HEALTH PLAN, INC. ",American Health Advantage of Tennessee ,Mitchell Family Office ,Yes ,100,0,Not enough data available ,5,Not enough data available
H7787 ,Local CCP ,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC. ",Cigna ,CIGNA ,No ,100,100,3.5,3.5,3.5
H7813 ,Local CCP ,"ICIRCLE SERVICES OF THE FINGER LAKES, INC. ","iCircle Services of the Finger Lakes, Inc ","CDS Monarch, Inc. ",Yes ,0,0,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H7833 ,Demo ,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, L.L.C. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",No ,100,100,Not Applicable ,Not enough data available ,Not enough data available
H7844 ,Demo ,"MOLINA HEALTHCARE OF MICHIGAN, INC. ",Molina Healthcare of Michigan ,"Molina Healthcare, Inc., ",No ,100,0,Not Applicable ,Not enough data available ,Not enough data available
H7849 ,Local CCP ,CIGNA HEALTH AND LIFE INSURANCE COMPANY ,Cigna ,CIGNA ,No ,100,10,3,3,3
